Subnet;Name;IP Address;Type;NE Category;Version;Patch;Manufacturer;Timezone;Synchronization Complete At;Maintained By;Used On;Expiration Date;Create Time;Asset manager;Asset No;Purchased on;Remarks
/МР Южный/R23 Краснодарский край;R23-354212-RT-01;10.117.177.134;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:54:35;;;;2018-01-12 15:50:41;;;;
/МР Южный/R23 Краснодарский край;R23-354299-RT-01;10.116.175.29;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:54:35;;;;2018-01-12 15:50:43;;;;
/МР Южный/R23 Краснодарский край;R23-354375-RT-01;10.117.178.243;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:55:04;;;;2018-01-12 15:50:44;;;;
/МР Южный/R23 Краснодарский край;R23-354392-RT-01;10.116.178.247;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:55:04;;;;2018-01-12 15:50:47;;;;
/МР Сибирь/R54 Новосибирская область;R54-630029-RT-01;10.64.177.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-04 09:07:34;;;;2018-06-04 09:07:29;;;;
/МР Сибирь/R22 Алтайский край;R22-656700-SW-1;10.57.255.1;S5720-52X-PWR-SI-AC;Switch;VRP5.17 V200R010C00SPC600;;Huawei;UTC+00:00 Monrovia, Reykjavik;2018-06-04 09:15:48;;;;2018-06-04 09:15:15;;;;
/МР Сибирь/R03 Республика Бурятия;R03-670700-RT-1;10.69.255.2;AR2220E;Router;VRP5.16 V200R007C00SPC900PWE;ARV200R007SPH001;Huawei;UTC+00:00 Monrovia, Reykjavik;2018-06-09 10:38:40;;;;2018-06-04 09:30:11;;;;
/МР Сибирь/R03 Республика Бурятия;R03-670700-SW-1;10.69.255.1;S5720-52X-PWR-SI-AC;Switch;VRP5.17 V200R010C00SPC600;;Huawei;UTC+00:00 Monrovia, Reykjavik;2018-06-04 09:37:35;;;;2018-06-04 09:36:58;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236013-RT-01;10.48.177.6;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 03:01:36;;;;2018-01-12 15:49:53;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236016-RT-01;10.48.177.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 03:02:05;;;;2018-01-12 15:49:54;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236020-RT-01;10.48.175.15;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:53:34;;;;2018-01-12 15:49:55;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236022-RT-01;10.48.175.6;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 03:02:35;;;;2018-01-12 15:49:56;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236028-RT-01;10.48.176.254;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:46:04;;;;2018-01-12 15:49:57;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236034-RT-01;10.48.177.13;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:28:04;;;;2018-01-12 15:49:57;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236035-RT-01;10.48.175.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:43:34;;;;2018-01-12 15:49:58;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236036-RT-01;10.48.177.14;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:28:03;;;;2018-01-12 15:49:58;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236040-RT-01;10.48.175.59;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:39:34;;;;2018-01-12 15:49:59;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236041-RT-01;10.48.177.19;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:40:04;;;;2018-01-12 15:50:00;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236044-RT-01;10.48.177.226;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:43:34;;;;2018-01-12 15:50:00;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238050-RT-01;10.48.175.55;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:40:04;;;;2018-01-12 15:50:02;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238150-RT-01;10.48.175.56;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:49:40;;;;2018-01-12 15:50:03;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238300-RT-01;10.48.177.31;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:40:04;;;;2018-01-12 15:50:04;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238310-RT-01;10.48.177.81;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-17 02:51:06;;;;2018-01-12 15:50:04;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238420-RT-01;10.48.177.33;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:28:04;;;;2018-01-12 15:50:04;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238520-RT-01;10.48.177.36;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:28:34;;;;2018-01-12 15:50:05;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238560-RT-01;10.48.177.42;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:40:40;;;;2018-01-12 15:50:05;;;;
/МР Северо-Запад/R39 Калининградская область;R39-238563-RT-01;10.48.177.39;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:40:45;;;;2018-01-12 15:50:06;;;;
/МР Южный/R23 Краснодарский край;R23-354399-RT-01;10.116.175.7;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:51:03;;;;2018-01-12 15:50:49;;;;
/МР Центр/R40 Калужская область;R40-249910-RT-01;10.94.177.91;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:51:03;;;;2018-01-14 02:33:02;;;;
/МР Северо-Запад/R29 Архангельская обл;R29-164268-RT-01;10.44.177.50;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:51:35;;;;2018-01-14 20:23:00;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188288-RT-01;10.47.177.201;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:51:34;;;;2018-01-14 20:23:00;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-196625-RT-01;10.46.177.119;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-16 02:24:33;;;;2018-01-14 20:23:01;;;;
/МР Южный/R23 Краснодарский край;R23-353563-RT-01;10.117.177.101;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:56:04;;;;2018-01-14 20:23:02;;;;
/МР Волга-2/R16 Республика Татарстан;R16-423841-RT-01;10.169.123.190;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:57:05;;;;2018-01-14 20:23:06;;;;
/МР Волга-2/R16 Республика Татарстан;R16-423838-RT-01;10.169.123.189;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:57:34;;;;2018-01-14 20:23:07;;;;
/МР Северо-Запад/R39 Калининградская область;R39-236039-RT-01;10.48.177.16;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-16 03:13:07;;;;2018-01-14 20:33:50;;;;
/МР Волга-2/R56 Оренбургская область;R56-462354-RT-01;10.26.177.52;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:00:36;;;;2018-01-25 12:41:17;;;;
/МР Сибирь/R55 Омская область;R55-644086-RT-01;10.66.177.51;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:00:36;;;;2018-01-25 12:41:18;;;;
/МР Сибирь/R55 Омская область;R55-644001-RT-01;10.66.177.1;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:09:05;;;;2018-01-25 12:41:18;;;;
/МР Волга-2/R56 Оренбургская область;R56-461830-RT-01;10.26.178.190;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:09:05;;;;2018-01-25 12:41:18;;;;
/МР Волга-2/R56 Оренбургская область;R56-461423-RT-01;10.26.177.146;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-25 12:41:28;;;;2018-01-25 12:41:19;;;;
/МР Волга-2/R16 Республика Татарстан;R16-423801-RT-01;10.169.123.162;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:05;;;;2018-01-27 13:58:33;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-187414-RT-01;10.46.178.39;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-27 14:29:08;;;;2018-01-27 14:29:05;;;;
/МР Южный/R36 Воронежская область;R36-396446-RT-01;10.91.177.140;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-27 14:29:11;;;;2018-01-27 14:29:07;;;;
/МР Южный/R31 Белгородская область;R31-308508-RT-01;10.84.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:46:04;;;;2018-01-27 14:29:09;;;;
/МР Москва/R77 Москва;R77-124683-RT-01;10.92.177.216;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:14:06;;;;2018-04-18 18:55:47;;;;
/МР Сибирь/R55 Омская область;R55-644012-RT-01;10.66.177.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:14:08;;;;2018-04-18 18:55:47;;;;
/МР Сибирь/R55 Омская область;R55-644103-RT-01;10.66.177.61;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:14:38;;;;2018-04-18 18:55:47;;;;
/МР Сибирь/R54 Новосибирская область;R54-630553-RT-01;10.64.177.44;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:14:38;;;;2018-04-18 18:55:48;;;;
/МР Сибирь/R55 Омская область;R55-644077-RT-01;10.66.177.46;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:18:36;;;;2018-04-27 10:34:31;;;;
/МР Сибирь/R55 Омская область;R55-644090-RT-01;10.66.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:19:06;;;;2018-04-27 10:34:31;;;;
/МР Сибирь/R55 Омская область;R55-644065-RT-01;10.66.177.41;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:19:06;;;;2018-04-27 10:42:18;;;;
/МР Москва/R50 Московская область;R50-142450-RT-01;10.100.177.175;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:35:33;;;;2018-01-12 12:42:33;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188270-RT-01;10.47.178.83;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:35:34;;;;2018-01-12 12:27:00;;;;
/МР Москва/R50 Московская область;R50-141801-RT-01;10.100.177.123;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:36:03;;;;2018-01-12 12:42:33;;;;
/МР Москва/R50 Московская область;R50-142306-RT-01;10.100.177.161;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:36:03;;;;2018-01-12 12:42:35;;;;
/МР Москва/R50 Московская область;R50-142460-RT-01;10.100.177.173;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 02:22:34;;;;2018-01-12 12:42:37;;;;
/МР Москва/R50 Московская область;R50-142855-RT-01;10.101.178.102;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:23:09;;;;2018-01-12 12:42:39;;;;
/МР Центр/R69 Тверская область;R69-172390-RT-01;10.106.175.56;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:36:34;;;;2018-01-12 12:46:19;;;;
/МР Центр/R69 Тверская область;R69-170039-RT-01;10.107.177.13;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:36:33;;;;2018-01-12 12:46:24;;;;
/МР Центр/R69 Тверская область;R69-171210-RT-01;10.107.175.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:37:04;;;;2018-01-12 12:46:26;;;;
/МР Центр/R69 Тверская область;R69-170022-RT-01;10.107.177.113;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 03:19:11;;;;2018-01-12 12:47:18;;;;
/МР Волга-1/R52 Нижегородская область;R52-607612-RT-01;10.24.177.142;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-12 12:52:14;;;;2018-01-12 12:51:53;;;;
/МР Волга-1/R52 Нижегородская область;R52-607061-RT-01;10.24.177.118;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:37:33;;;;2018-01-12 12:51:55;;;;
/МР Волга-1/R52 Нижегородская область;R52-607228-RT-01;10.25.177.131;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-02-06 02:59:04;;;;2018-01-12 12:51:55;;;;
/МР Волга-1/R52 Нижегородская область;R52-607217-RT-01;10.24.178.124;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:24:04;;;;2018-01-12 12:51:56;;;;
/МР Волга-1/R52 Нижегородская область;R52-607616-RT-01;10.24.177.241;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-12 12:52:19;;;;2018-01-12 12:52:01;;;;
/МР Волга-1/R52 Нижегородская область;R52-607216-RT-01;10.24.177.217;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 02:24:32;;;;2018-01-12 12:52:04;;;;
/МР Северо-Запад/R53 Новгородская область;R53-173015-RT-01;10.51.177.10;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 02:24:32;;;;2018-01-12 13:26:08;;;;
/МР Северо-Запад/R10 Республика Карелия;R10-186000-RT-01;10.53.177.16;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:24:03;;;;2018-01-12 13:26:09;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-187121-RT-01;10.46.177.172;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-12 13:26:13;;;;2018-01-12 13:26:09;;;;
/МР Южный/R34 Волгоградская область;R34-403345-RT-01;10.113.177.43;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:02:44;;;;2018-01-27 14:29:13;;;;
/МР Южный/R34 Волгоградская область;R34-403958-RT-01;10.113.175.59;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:01:05;;;;2018-01-27 14:29:14;;;;
/МР Южный/R34 Волгоградская область;R34-400110-RT-01;10.112.178.52;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:05;;;;2018-01-27 14:56:01;;;;
/МР Москва/R50 Московская область;R50-141802-RT-01;10.101.177.125;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:55:04;;;;2018-01-27 15:46:07;;;;
/МР Москва/R50 Московская область;R50-141880-RT-01;10.100.177.131;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:55:05;;;;2018-01-27 15:46:09;;;;
/МР Москва/R50 Московская область;R50-143091-RT-01;10.100.179.109;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:01:35;;;;2018-01-27 15:46:11;;;;
/МР Москва/R50 Московская область;R50-141930-RT-01;10.101.177.134;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:04;;;;2018-01-27 15:46:11;;;;
/МР Москва/R50 Московская область;R50-141980-RT-01;10.100.175.63;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:01:35;;;;2018-01-27 15:46:13;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188300-RT-01;10.46.175.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:02:04;;;;2018-01-27 15:46:13;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188302-RT-01;10.47.177.24;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:10:04;;;;2018-01-27 15:46:13;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188303-RT-01;10.47.178.93;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:38;;;;2018-01-27 15:46:14;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188305-RT-01;10.47.177.25;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:34;;;;2018-01-27 15:46:14;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188308-RT-01;10.47.177.26;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:56:04;;;;2018-01-27 15:46:14;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188325-RT-01;10.47.177.202;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:56:04;;;;2018-01-27 15:46:15;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188340-RT-01;10.47.177.30;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:07:04;;;;2018-01-27 15:46:17;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188356-RT-01;10.47.178.96;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:34;;;;2018-01-27 15:46:18;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188353-RT-01;10.47.178.95;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:49:36;;;;2018-01-27 15:46:18;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188357-RT-01;10.47.177.208;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:48:06;;;;2018-01-27 15:46:19;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188359-RT-01;10.47.178.97;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:48:06;;;;2018-01-27 15:46:19;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-198184-RT-01;10.46.177.147;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 03:20:42;;;;2018-01-12 13:26:20;;;;
/МР Урал/R96 Свердловская область;R96-624090-RT-01;10.77.175.66;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-29 02:37:09;;;;2018-01-11 09:42:04;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-198301-RT-01;10.47.177.153;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:20:06;;;;2018-01-12 13:26:20;;;;
/МР Центр/R32 Брянская область;R32-242220-RT-01;10.87.175.52;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:57:34;;;;2018-01-12 13:26:23;;;;
/МР Центр/R40 Калужская область;R40-248003-RT-01;10.94.175.50;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:31:33;;;;2018-01-12 13:26:26;;;;
/МР Центр/R40 Калужская область;R40-248010-RT-01;10.94.177.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:53:04;;;;2018-01-12 13:26:27;;;;
/МР Центр/R40 Калужская область;R40-248017-RT-01;10.94.177.6;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:53:04;;;;2018-01-12 13:26:27;;;;
/МР Центр/R40 Калужская область;R40-248023-RT-01;10.94.177.10;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:25:04;;;;2018-01-12 13:26:28;;;;
/МР Центр/R40 Калужская область;R40-248031-RT-01;10.94.177.16;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:32:39;;;;2018-01-12 13:26:30;;;;
/МР Центр/R40 Калужская область;R40-248033-RT-01;10.94.177.17;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:53:39;;;;2018-01-12 13:26:31;;;;
/МР Центр/R40 Калужская область;R40-248911-RT-01;10.94.177.97;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-12 13:26:35;;;;2018-01-12 13:26:31;;;;
/МР Центр/R40 Калужская область;R40-249010-RT-01;10.94.175.53;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-30 02:54:05;;;;2018-01-12 13:26:32;;;;
/МР Центр/R40 Калужская область;R40-249032-RT-01;10.94.177.27;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:25:33;;;;2018-01-12 13:26:33;;;;
/МР Центр/R40 Калужская область;R40-249034-RT-01;10.94.177.29;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-31 02:32:43;;;;2018-01-12 13:26:33;;;;
/МР Северо-Запад/R10 Республика Карелия;R10-185001-RT-01;10.53.177.1;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:51:34;;;;2018-01-23 00:43:51;;;;
/МР Северо-Запад/R10 Республика Карелия;R10-185026-RT-01;10.53.177.11;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:52:04;;;;2018-01-23 00:43:51;;;;
/МР Северо-Запад/R35 Вологодская область;R35-161380-RT-01;10.45.177.41;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:02:34;;;;2018-01-23 00:43:52;;;;
/МР Северо-Запад/R35 Вологодская область;R35-162401-RT-01;10.45.177.242;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:52:05;;;;2018-01-23 00:43:52;;;;
